Source,Label,Target,Source_Node_Type,Target_Node_Type,Relation
Bolton_guard_(The_Laws_of_Gods_and_Men),Culture,Northmen,Person,PersonType,Culture
House_Erenford,Allegiance,House_Frey,House,House,Allegiance
House_Smallwood,Seat,Acorn_Hall,House,Location,AssociatedLocation
House_Smallwood,Allegiance,House_Frey,House,House,Allegiance
House_Smallwood,Allegiance,House_Tully,House,House,Allegiance
House_Mooton,Seat,Maidenpool,House,Location,AssociatedLocation
House_Mooton,Allegiance,House_Frey,House,House,Allegiance
House_Mooton,Allegiance,House_Tully,House,House,Allegiance
Florian,Lovers,Jonquil,Person,Person,Lovers
Bolton_soldier_1,Season(s),Season_3,Person,Season,SeenOrMentioned
Bolton_soldier_1,First seen,And_Now_His_Watch_Is_Ended,Person,Episode,SeenOrMentioned
Bolton_soldier_1,Last seen,The_Bear_and_the_Maiden_Fair_(episode),Person,Episode,SeenOrMentioned
Bolton_soldier_1,Allegiance,House_Bolton,Person,House,Allegiance
Bolton_soldier_1,Culture,Northmen,Person,PersonType,Culture
Tom,Season(s),Season_2,Person,Season,SeenOrMentioned
Tom,Appeared in,Valar_Morghulis,Person,Episode,SeenOrMentioned
Tom,Death,Brienne_of_Tarth,Person,Person,Death
Tom,Death shown in episode,Valar_Morghulis,Person,Episode,SeenOrMentioned
Tom,Allegiance,House_Stark,Person,House,Allegiance
Tom,Culture,Northmen,Person,PersonType,Culture
Dim_Dalba,Season(s),Season_5,Person,Season,SeenOrMentioned
Dim_Dalba,Season(s),Season_6,Person,Season,SeenOrMentioned
Dim_Dalba,First seen,Hardhome_(episode),Person,Episode,SeenOrMentioned
Dim_Dalba,Allegiance,Free_Folk,Person,PersonType,Allegiance
Dim_Dalba,Allegiance,Jon_Snow,Person,Person,Allegiance
Dim_Dalba,Allegiance,Mance_Rayder,Person,Person,Allegiance
Dim_Dalba,Culture,Free_Folk,Person,PersonType,Culture
Dim_Dalba,Religion,Old_Gods_of_the_Forest,Person,Organization,Religion
Kurleket,Season(s),Season_1,Person,Season,SeenOrMentioned
Kurleket,First seen,"Cripples,_Bastards,_and_Broken_Things",Person,Episode,SeenOrMentioned
Kurleket,Last seen,The_Wolf_and_the_Lion,Person,Episode,SeenOrMentioned
Kurleket,Death,Hill_tribes,Person,PersonType,Death
Kurleket,Death shown in episode,The_Wolf_and_the_Lion,Person,Episode,SeenOrMentioned
Kurleket,Allegiance,House_Bracken,Person,House,Allegiance
Arthur_(little_bird),Season(s),Season_6,Person,Season,SeenOrMentioned
Arthur_(little_bird),Allegiance,Qyburn,Person,Person,Allegiance
Arthur_(little_bird),Allegiance,Varys,Person,Person,Allegiance
Lannister_bannerman_3_(The_Ghost_of_Harrenhal),Season(s),Season_2,Person,Season,SeenOrMentioned
Lannister_bannerman_3_(The_Ghost_of_Harrenhal),Season(s),Season_3,Person,Season,SeenOrMentioned
Lannister_bannerman_3_(The_Ghost_of_Harrenhal),First seen,The_Ghost_of_Harrenhal,Person,Episode,SeenOrMentioned
Lannister_bannerman_3_(The_Ghost_of_Harrenhal),Last seen,Second_Sons_(episode),Person,Episode,SeenOrMentioned
Lannister_bannerman_3_(The_Ghost_of_Harrenhal),Allegiance,House_Lannister,Person,House,Allegiance
Lannister_bannerman_2_(The_Ghost_of_Harrenhal),Season(s),Season_1,Person,Season,SeenOrMentioned
Lannister_bannerman_2_(The_Ghost_of_Harrenhal),Season(s),Season_2,Person,Season,SeenOrMentioned
Lannister_bannerman_2_(The_Ghost_of_Harrenhal),Season(s),Season_3,Person,Season,SeenOrMentioned
Lannister_bannerman_2_(The_Ghost_of_Harrenhal),First seen,Fire_and_Blood,Person,Episode,SeenOrMentioned
Lannister_bannerman_2_(The_Ghost_of_Harrenhal),Last seen,Second_Sons_(episode),Person,Episode,SeenOrMentioned
Lannister_bannerman_2_(The_Ghost_of_Harrenhal),Allegiance,House_Lannister,Person,House,Allegiance
Lannister_bannerman_1_(The_Ghost_of_Harrenhal),Season(s),Season_2,Person,Season,SeenOrMentioned
Lannister_bannerman_1_(The_Ghost_of_Harrenhal),Season(s),Season_4,Person,Season,SeenOrMentioned
Lannister_bannerman_1_(The_Ghost_of_Harrenhal),First seen,The_Ghost_of_Harrenhal,Person,Episode,SeenOrMentioned
Lannister_bannerman_1_(The_Ghost_of_Harrenhal),Last seen,First_of_His_Name,Person,Episode,SeenOrMentioned
Lannister_bannerman_1_(The_Ghost_of_Harrenhal),Allegiance,House_Lannister,Person,House,Allegiance
Reginald_Lannister,Season(s),Season_2,Person,Season,SeenOrMentioned
Reginald_Lannister,Appeared in,The_Ghost_of_Harrenhal,Person,Episode,SeenOrMentioned
Reginald_Lannister,Origin,Lannisport,Person,Location,AssociatedLocation
Reginald_Lannister,Allegiance,House_Lannister_of_Lannisport,Person,House,Allegiance
Reginald_Lannister,Religion,Faith_of_the_Seven,Person,Organization,Religion
Yandel,Mentioned in,Prophecies_of_the_Known_World,Person,HistoriesNLore,SeenOrMentioned
Yandel,Allegiance,Maesters,Person,Organization,Allegiance
Theomar_Smallwood,Season(s),Season_5,Person,Season,SeenOrMentioned
Theomar_Smallwood,Mentioned in,Sons_of_the_Harpy_(episode),Person,Episode,SeenOrMentioned
Theomar_Smallwood,Origin,Acorn_Hall,Person,Location,AssociatedLocation
Theomar_Smallwood,Allegiance,House_Smallwood,Person,House,Allegiance
Maegor%27s_Holdfast,Location,Red_Keep,Location,Location,Location
Maegor%27s_Holdfast,Location,King%27s_Landing,Location,Location,Location
Maegor%27s_Holdfast,Rulers,House_Lannister,Location,House,Rulers
Maegor%27s_Holdfast,Rulers,House_Baratheon_of_King%27s_Landing,Location,House,Rulers
Maegor%27s_Holdfast,Rulers,House_Targaryen,Location,House,Rulers
Maegor%27s_Holdfast,Religion,Faith_of_the_Seven,Location,Organization,Religion
Maegor%27s_Holdfast,Military,House_Lannister,Location,House,Military
Maegor%27s_Holdfast,Founder,Maegor_Targaryen,Location,Person,Founder
Mhaegen,Season(s),Season_1,Person,Season,SeenOrMentioned
Mhaegen,Season(s),Season_2,Person,Season,SeenOrMentioned
Mhaegen,First seen,The_Wolf_and_the_Lion,Person,Episode,SeenOrMentioned
Mhaegen,Last seen,The_North_Remembers,Person,Episode,SeenOrMentioned
Mhaegen,Allegiance,Petyr_Baelish,Person,Person,Allegiance
Mhaegen,Children,Barra,Person,Person,Children
Haystack_Hall,Location,The_Stormlands,Location,Location,Location
Haystack_Hall,Location,Seven_Kingdoms,Location,Location,Location
Haystack_Hall,Rulers,House_Errol,Location,House,Rulers
Haystack_Hall,Religion,Faith_of_the_Seven,Location,Organization,Religion
Daisy,Season(s),Season_2,Person,Season,SeenOrMentioned
Daisy,First seen,The_North_Remembers,Person,Episode,SeenOrMentioned
Daisy,Origin,Haystack_Hall,Person,Location,AssociatedLocation
Daisy,Origin,The_Stormlands,Person,Location,AssociatedLocation
Daisy,Allegiance,Petyr_Baelish,Person,Person,Allegiance
Stark_soldier_(Valar_Morghulis),Season(s),Season_2,Person,Season,SeenOrMentioned
Stark_soldier_(Valar_Morghulis),Appeared in,Valar_Morghulis,Person,Episode,SeenOrMentioned
Stark_soldier_(Valar_Morghulis),Death,Brienne_of_Tarth,Person,Person,Death
Stark_soldier_(Valar_Morghulis),Death shown in episode,Valar_Morghulis,Person,Episode,SeenOrMentioned
Stark_soldier_(Valar_Morghulis),Allegiance,House_Stark,Person,House,Allegiance
Stark_soldier_(Valar_Morghulis),Culture,Northmen,Person,PersonType,Culture
Armeca,Season(s),Season_1,Person,Season,SeenOrMentioned
Armeca,Season(s),Season_2,Person,Season,SeenOrMentioned
Armeca,First seen,You_Win_or_You_Die,Person,Episode,SeenOrMentioned
Armeca,Last seen,Blackwater,Person,Episode,SeenOrMentioned
Armeca,Origin,Flea_Bottom,Person,Location,AssociatedLocation
Armeca,Origin,King%27s_Landing,Person,Location,AssociatedLocation
Armeca,Allegiance,Petyr_Baelish,Person,Person,Allegiance
House_Cargyll,Region,The_Crownlands,House,Location,AssociatedLocation
House_Velaryon,Seat,Driftmark,House,Location,AssociatedLocation
House_Velaryon,Region,The_Crownlands,House,Location,AssociatedLocation
House_Velaryon,Region,Valyrian_Peninsula,House,Location,AssociatedLocation
House_Velaryon,Allegiance,House_Baratheon_of_Dragonstone,House,House,Allegiance
House_Velaryon,Allegiance,House_Baratheon_of_King%27s_Landing,House,House,Allegiance
House_Velaryon,Allegiance,House_Targaryen,House,House,Allegiance
House_Velaryon,Allegiance,Valyrian_Freehold,House,Location,Allegiance
House_Thorne,Allegiance,House_Lannister,House,House,Allegiance
House_Thorne,Allegiance,House_Baratheon_of_King%27s_Landing,House,House,Allegiance
House_Thorne,Allegiance,House_Targaryen,House,House,Allegiance
House_Slynt,Seat,Harrenhal,House,Location,AssociatedLocation
House_Slynt,Region,The_Riverlands,House,Location,AssociatedLocation
House_Slynt,Allegiance,House_Baratheon_of_King%27s_Landing,House,House,Allegiance
House_Slynt,Founder,Janos_Slynt,House,Person,Founder
House_Rykker,Seat,Duskendale,House,Location,AssociatedLocation
House_Rykker,Region,The_Crownlands,House,Location,AssociatedLocation
House_Rykker,Allegiance,House_Lannister,House,House,Allegiance
House_Rykker,Allegiance,House_Baratheon_of_King%27s_Landing,House,House,Allegiance
House_Rykker,Allegiance,House_Targaryen,House,House,Allegiance
House_Gaunt,Region,The_Crownlands,House,Location,AssociatedLocation
House_Gaunt,Allegiance,House_Baratheon_of_King%27s_Landing,House,House,Allegiance
House_Chelsted,Region,The_Crownlands,House,Location,AssociatedLocation
House_Chelsted,Allegiance,House_Lannister,House,House,Allegiance
House_Chelsted,Allegiance,House_Baratheon_of_King%27s_Landing,House,House,Allegiance
House_Chelsted,Allegiance,House_Targaryen,House,House,Allegiance
House_Chelsted,Religion,Faith_of_the_Seven,House,Organization,Religion
House_Blount,Region,The_Crownlands,House,Location,AssociatedLocation
House_Blount,Allegiance,House_Baratheon_of_King%27s_Landing,House,House,Allegiance
Wyllis_Bracken,Season(s),Season_5,Person,Season,SeenOrMentioned
Wyllis_Bracken,Mentioned in,The_House_of_Black_and_White,Person,Episode,SeenOrMentioned
Wyllis_Bracken,Origin,Stone_Hedge,Person,Location,AssociatedLocation
Wyllis_Bracken,Allegiance,House_Bracken,Person,House,Allegiance
Wyllis_Bracken,Religion,Faith_of_the_Seven,Person,Organization,Religion
Wyllis_Bracken,Spouse,Lollys_Stokeworth,Person,Person,Spouse
Bethany_Bracken,Mentioned in,The_Kingsguard_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
Bethany_Bracken,Origin,Stone_Hedge,Person,Location,AssociatedLocation
Bethany_Bracken,Allegiance,House_Bracken,Person,House,Allegiance
Bethany_Bracken,Lovers,Aegon_IV_Targaryen,Person,Person,Lovers
Bethany_Bracken,Lovers,Terrence_Toyne,Person,Person,Lovers
House_Hollard,Region,The_Crownlands,House,Location,AssociatedLocation
House_Hollard,Allegiance,House_Baratheon_of_King%27s_Landing,House,House,Allegiance
House_Hollard,Allegiance,House_Targaryen,House,House,Allegiance
House_Durwell,Region,The_Reach,House,Location,AssociatedLocation
House_Durwell,Allegiance,House_Tyrell,House,House,Allegiance
House_Rowan,Seat,Goldengrove,House,Location,AssociatedLocation
House_Rowan,Region,The_Reach,House,Location,AssociatedLocation
House_Rowan,Allegiance,House_Tyrell,House,House,Allegiance
House_Rowan,Religion,Faith_of_the_Seven,House,Organization,Religion
House_Oakheart,Seat,Old_Oak,House,Location,AssociatedLocation
House_Oakheart,Region,The_Reach,House,Location,AssociatedLocation
House_Oakheart,Allegiance,House_Tyrell,House,House,Allegiance
House_Merryweather,Seat,Long_Table,House,Location,AssociatedLocation
House_Merryweather,Region,The_Reach,House,Location,AssociatedLocation
House_Merryweather,Allegiance,House_Tyrell,House,House,Allegiance
House_Merryweather,Religion,Faith_of_the_Seven,House,Organization,Religion
House_Leygood,Region,The_Reach,House,Location,AssociatedLocation
House_Leygood,Allegiance,House_Tyrell,House,House,Allegiance
House_Bulwer,Seat,Blackcrown,House,Location,AssociatedLocation
House_Bulwer,Region,The_Reach,House,Location,AssociatedLocation
House_Bulwer,Allegiance,House_Hightower,House,House,Allegiance
House_Beesbury,Seat,Honeyholt,House,Location,AssociatedLocation
House_Beesbury,Region,The_Reach,House,Location,AssociatedLocation
House_Beesbury,Allegiance,House_Hightower,House,House,Allegiance
House_Ashford,Seat,Ashford,House,Location,AssociatedLocation
House_Ashford,Region,The_Reach,House,Location,AssociatedLocation
House_Ashford,Lord,Ashford_(Lord),House,Person,Lord
House_Ashford,Allegiance,House_Tyrell,House,House,Allegiance
Symun_Fossoway,Season(s),Season_5,Person,Season,SeenOrMentioned
Symun_Fossoway,Mentioned in,Blood_of_My_Blood,Person,Episode,SeenOrMentioned
Symun_Fossoway,Allegiance,House_Fossoway,Person,House,Allegiance
Cider_Hall,Location,The_Reach,Location,Location,Location
Cider_Hall,Location,Seven_Kingdoms,Location,Location,Location
Cider_Hall,Rulers,House_Fossoway,Location,House,Rulers
Cider_Hall,Religion,Faith_of_the_Seven,Location,Organization,Religion
House_Corbray,Allegiance,House_Arryn,House,House,Allegiance
House_Corbray,Ancestral weapon,Lady_Forlorn,House,Weapon,Ancestralweapon
Skirling_Pass,Location,Frostfangs,Location,Location,Location
Skirling_Pass,Location,Beyond_the_Wall,Location,Location,Location
Addam_Velaryon,Mentioned in,The_Dance_of_Dragons_(Histories_%26_Lore),Person,HistoriesNLore,SeenOrMentioned
Addam_Velaryon,Origin,Driftmark,Person,Location,AssociatedLocation
Addam_Velaryon,Allegiance,House_Velaryon,Person,House,Allegiance
Addam_Velaryon,Allegiance,House_Targaryen,Person,House,Allegiance
Addam_Velaryon,Allegiance,Blacks,Person,Organization,Allegiance
Great_Tourney_at_Harrenhal,Place,Harrenhal,Location,Location,Place
Great_Tourney_at_Harrenhal,Place,The_Riverlands,Location,Location,Place
Symon_Hollard,Season(s),Season_4,Person,Season,SeenOrMentioned
Symon_Hollard,Death,Barristan_Selmy,Person,Person,Death
Symon_Hollard,Death,Defiance_of_Duskendale,Person,Event,Death
Symon_Hollard,Origin,The_Crownlands,Person,Location,AssociatedLocation
Symon_Hollard,Allegiance,House_Hollard,Person,House,Allegiance
Symon_Hollard,Allegiance,House_Targaryen,Person,House,Allegiance
House_Payne,Region,The_Westerlands,House,Location,AssociatedLocation
House_Payne,Allegiance,House_Lannister,House,House,Allegiance
House_Lefford,Seat,Golden_Tooth,House,Location,AssociatedLocation
House_Lefford,Region,The_Westerlands,House,Location,AssociatedLocation
House_Lefford,Lord,Leo_Lefford,House,Person,Lord
House_Lefford,Allegiance,House_Lannister,House,House,Allegiance
Garibald_Tarwick,First seen,The_Sword_in_the_Darkness,Person,Episode,SeenOrMentioned
Garibald_Tarwick,Allegiance,House_Tarwick,Person,House,Allegiance
Lollys_Stokeworth,Season(s),Season_5,Person,Season,SeenOrMentioned
Lollys_Stokeworth,Appeared in,The_House_of_Black_and_White,Person,Episode,SeenOrMentioned
Lollys_Stokeworth,Mentioned in,Mockingbird,Person,Episode,SeenOrMentioned
Lollys_Stokeworth,Origin,Castle_Stokeworth,Person,Location,AssociatedLocation
Lollys_Stokeworth,Allegiance,House_Stokeworth,Person,House,Allegiance
Lollys_Stokeworth,Father,Stokeworth_(Lord),Person,Person,Father
Lollys_Stokeworth,Mother,Tanda_Stokeworth,Person,Person,Mother
Lollys_Stokeworth,Siblings,Falyse_Stokeworth,Person,Person,Siblings
House_Lannister_of_Lannisport,Seat,Lannisport,House,Location,AssociatedLocation
House_Lannister_of_Lannisport,Region,The_Westerlands,House,Location,AssociatedLocation
House_Lannister_of_Lannisport,Allegiance,House_Lannister,House,House,Allegiance
House_Estermont,Seat,Greenstone,House,Location,AssociatedLocation
House_Estermont,Region,The_Stormlands,House,Location,AssociatedLocation
Cassana_Baratheon,Season(s),Season_1,Person,Season,SeenOrMentioned
Cassana_Baratheon,Mentioned in,A_Golden_Crown,Person,Episode,SeenOrMentioned
Cassana_Baratheon,Origin,Estermont,Person,Location,AssociatedLocation
Cassana_Baratheon,Allegiance,House_Baratheon,Person,House,Allegiance
Cassana_Baratheon,Allegiance,House_Estermont,Person,House,Allegiance
Cassana_Baratheon,Spouse,Steffon_Baratheon,Person,Person,Spouse
Cassana_Baratheon,Children,Robert_Baratheon,Person,Person,Children
Cassana_Baratheon,Children,Stannis_Baratheon,Person,Person,Children
Cassana_Baratheon,Children,Renly_Baratheon,Person,Person,Children
Jon_Karstark,Season(s),Season_1,Person,Season,SeenOrMentioned
Jon_Karstark,Mentioned in,A_Golden_Crown,Person,Episode,SeenOrMentioned
Jon_Karstark,Origin,Karhold,Person,Location,AssociatedLocation
Jon_Karstark,Allegiance,House_Karstark,Person,House,Allegiance
Jon_Karstark,Culture,Northmen,Person,PersonType,Culture
Jon_Karstark,Father,Tommard_Karstark,Person,Person,Father
Jon_Karstark,Mother,Regan_Karstark,Person,Person,Mother
Jon_Karstark,Siblings,Berrican_Karstark,Person,Person,Siblings
Jon_Karstark,Siblings,Petyr_Karstark,Person,Person,Siblings
Jon_Karstark,Siblings,Laurence_Karstark,Person,Person,Siblings
Laurence_Karstark,Season(s),Season_1,Person,Season,SeenOrMentioned
Laurence_Karstark,Mentioned in,A_Golden_Crown,Person,Episode,SeenOrMentioned
Laurence_Karstark,Origin,Karhold,Person,Location,AssociatedLocation
Laurence_Karstark,Allegiance,House_Karstark,Person,House,Allegiance
Laurence_Karstark,Culture,Northmen,Person,PersonType,Culture
Laurence_Karstark,Father,Tommard_Karstark,Person,Person,Father
Laurence_Karstark,Mother,Regan_Karstark,Person,Person,Mother
Laurence_Karstark,Siblings,Berrican_Karstark,Person,Person,Siblings
Laurence_Karstark,Siblings,Petyr_Karstark,Person,Person,Siblings
Laurence_Karstark,Siblings,Jon_Karstark,Person,Person,Siblings
Petyr_Karstark,Season(s),Season_1,Person,Season,SeenOrMentioned
Petyr_Karstark,Mentioned in,A_Golden_Crown,Person,Episode,SeenOrMentioned
Petyr_Karstark,Origin,Karhold,Person,Location,AssociatedLocation
Petyr_Karstark,Allegiance,House_Karstark,Person,House,Allegiance
Petyr_Karstark,Culture,Northmen,Person,PersonType,Culture
Petyr_Karstark,Father,Tommard_Karstark,Person,Person,Father
Petyr_Karstark,Mother,Regan_Karstark,Person,Person,Mother
Petyr_Karstark,Siblings,Berrican_Karstark,Person,Person,Siblings
Petyr_Karstark,Siblings,Jon_Karstark,Person,Person,Siblings
Petyr_Karstark,Siblings,Laurence_Karstark,Person,Person,Siblings
Berrican_Karstark,Season(s),Season_1,Person,Season,SeenOrMentioned
Berrican_Karstark,Mentioned in,A_Golden_Crown,Person,Episode,SeenOrMentioned
Berrican_Karstark,Origin,Karhold,Person,Location,AssociatedLocation
Berrican_Karstark,Allegiance,House_Karstark,Person,House,Allegiance
Berrican_Karstark,Culture,Northmen,Person,PersonType,Culture
Berrican_Karstark,Father,Tommard_Karstark,Person,Person,Father
Berrican_Karstark,Mother,Regan_Karstark,Person,Person,Mother
Berrican_Karstark,Siblings,Petyr_Karstark,Person,Person,Siblings
Berrican_Karstark,Siblings,Jon_Karstark,Person,Person,Siblings
Berrican_Karstark,Siblings,Laurence_Karstark,Person,Person,Siblings
Barra,Season(s),Season_1,Person,Season,SeenOrMentioned
Barra,Season(s),Season_2,Person,Season,SeenOrMentioned
Barra,First seen,The_Wolf_and_the_Lion,Person,Episode,SeenOrMentioned
Barra,Last seen,The_North_Remembers,Person,Episode,SeenOrMentioned
Barra,Death,King%27s_Landing,Person,Location,Death
Barra,Death,Massacre_in_King%27s_Landing,Person,Event,Death
Barra,Death,Janos_Slynt,Person,Person,Death
Barra,Death,Joffrey_Baratheon,Person,Person,Death
Barra,Death shown in episode,The_North_Remembers,Person,Episode,SeenOrMentioned
Barra,Father,Robert_Baratheon,Person,Person,Father
Barra,Mother,Mhaegen,Person,Person,Mother
Barra,Siblings,Gendry,Person,Person,Siblings
Barra,Siblings,Baratheon_(son_of_Robert),Person,Person,Siblings
Melessa_Tarly,Season(s),Season_6,Person,Season,SeenOrMentioned
Melessa_Tarly,Appeared in,Blood_of_My_Blood,Person,Episode,SeenOrMentioned
Melessa_Tarly,Mentioned in,What_Is_Dead_May_Never_Die,Person,Episode,SeenOrMentioned
Melessa_Tarly,Origin,Brightwater_Keep,Person,Location,AssociatedLocation
Melessa_Tarly,Allegiance,House_Tarly,Person,House,Allegiance
Melessa_Tarly,Allegiance,House_Florent,Person,House,Allegiance
Melessa_Tarly,Spouse,Randyll_Tarly,Person,Person,Spouse
Melessa_Tarly,Children,Samwell_Tarly,Person,Person,Children
Melessa_Tarly,Children,Talla_Tarly,Person,Person,Children
Melessa_Tarly,Children,Dickon_Tarly,Person,Person,Children
Talla_Tarly,Season(s),Season_6,Person,Season,SeenOrMentioned
Talla_Tarly,Appeared in,Blood_of_My_Blood,Person,Episode,SeenOrMentioned
Talla_Tarly,Origin,Horn_Hill,Person,Location,AssociatedLocation
Talla_Tarly,Allegiance,House_Tarly,Person,House,Allegiance
Talla_Tarly,Father,Randyll_Tarly,Person,Person,Father
Talla_Tarly,Siblings,Samwell_Tarly,Person,Person,Siblings
Talla_Tarly,Siblings,Dickon_Tarly,Person,Person,Siblings
Colloquo_Votar,Season(s),Season_7,Person,Season,SeenOrMentioned
Regan_Karstark,Season(s),Season_1,Person,Season,SeenOrMentioned
Regan_Karstark,Mentioned in,"Cripples,_Bastards,_and_Broken_Things",Person,Episode,SeenOrMentioned
Regan_Karstark,Death,Last_Hearth,Person,Location,Death
Regan_Karstark,Origin,Last_Hearth,Person,Location,AssociatedLocation
Regan_Karstark,Allegiance,House_Umber,Person,House,Allegiance
Regan_Karstark,Allegiance,House_Karstark,Person,House,Allegiance
Regan_Karstark,Culture,Northmen,Person,PersonType,Culture
Regan_Karstark,Father,Hothor_Umber,Person,Person,Father
Regan_Karstark,Mother,Amarylis_Umber,Person,Person,Mother
Regan_Karstark,Spouse,Tommard_Karstark,Person,Person,Spouse
Regan_Karstark,Children,Berrican_Karstark,Person,Person,Children
Regan_Karstark,Children,Petyr_Karstark,Person,Person,Children
Regan_Karstark,Children,Jon_Karstark,Person,Person,Children
Regan_Karstark,Children,Laurence_Karstark,Person,Person,Children
Regan_Karstark,Siblings,Harkon_Umber,Person,Person,Siblings
Regan_Karstark,Siblings,Mycah_Umber,Person,Person,Siblings
Regan_Karstark,Siblings,Lucan_Umber,Person,Person,Siblings
Regan_Karstark,Siblings,Gareth_Umber,Person,Person,Siblings
Regan_Karstark,Siblings,Joseth_Umber,Person,Person,Siblings
Regan_Karstark,Siblings,Corin_Umber,Person,Person,Siblings
Vance_Corbray,Season(s),Season_4,Person,Season,SeenOrMentioned
Vance_Corbray,Appeared in,The_Mountain_and_the_Viper,Person,Episode,SeenOrMentioned
Vance_Corbray,Allegiance,House_Corbray,Person,House,Allegiance
Varly,Season(s),Season_1,Person,Season,SeenOrMentioned
Varly,Appeared in,You_Win_or_You_Die,Person,Episode,SeenOrMentioned
Varly,Death,King%27s_Landing,Person,Location,Death
Varly,Death,City_Watch_of_King%27s_Landing,Person,Organization,Death
Varly,Death,Massacre_in_the_Red_Keep,Person,Event,Death
Varly,Death shown in episode,You_Win_or_You_Die,Person,Episode,SeenOrMentioned
Varly,Origin,Winterfell,Person,Location,AssociatedLocation
Varly,Allegiance,House_Stark,Person,House,Allegiance
Varly,Culture,Northmen,Person,PersonType,Culture
Ashford_(Lord),Season(s),Season_5,Person,Season,SeenOrMentioned
Ashford_(Lord),Mentioned in,Sons_of_the_Harpy_(episode),Person,Episode,SeenOrMentioned
Ashford_(Lord),Origin,Ashford,Person,Location,AssociatedLocation
Ashford_(Lord),Allegiance,House_Ashford,Person,House,Allegiance
Stark_messenger,Season(s),Season_2,Person,Season,SeenOrMentioned
Stark_messenger,Appeared in,The_Prince_of_Winterfell,Person,Episode,SeenOrMentioned
Stark_messenger,Allegiance,House_Stark,Person,House,Allegiance
Stark_messenger,Culture,Northmen,Person,PersonType,Culture
Stark_guard_(A_Man_Without_Honor),Season(s),Season_2,Person,Season,SeenOrMentioned
Stark_guard_(A_Man_Without_Honor),Appeared in,A_Man_Without_Honor,Person,Episode,SeenOrMentioned
Stark_guard_(A_Man_Without_Honor),Allegiance,House_Stark,Person,House,Allegiance
Stark_guard_(A_Man_Without_Honor),Culture,Northmen,Person,PersonType,Culture
Stark_guard_(Fire_and_Blood),Season(s),Season_1,Person,Season,SeenOrMentioned
Stark_guard_(Fire_and_Blood),Appeared in,Fire_and_Blood,Person,Episode,SeenOrMentioned
Stark_guard_(Fire_and_Blood),Death,The_Twins,Person,Location,Death
Stark_guard_(Fire_and_Blood),Death,Red_Wedding,Person,Event,Death
Stark_guard_(Fire_and_Blood),Allegiance,House_Stark,Person,House,Allegiance
Stark_guard_(Fire_and_Blood),Culture,Northmen,Person,PersonType,Culture
Stark_guard_(The_Pointy_End),Season(s),Season_1,Person,Season,SeenOrMentioned
Stark_guard_(The_Pointy_End),Appeared in,The_Pointy_End,Person,Episode,SeenOrMentioned
Stark_guard_(The_Pointy_End),Allegiance,House_Stark,Person,House,Allegiance
Stark_guard_(The_Pointy_End),Culture,Northmen,Person,PersonType,Culture
Tomard,Season(s),Season_1,Person,Season,SeenOrMentioned
Tomard,Appeared in,You_Win_or_You_Die,Person,Episode,SeenOrMentioned
Tomard,Origin,Winterfell,Person,Location,AssociatedLocation
Tomard,Allegiance,House_Stark,Person,House,Allegiance
Tomard,Culture,Northmen,Person,PersonType,Culture
Tomard,Religion,Old_Gods_of_the_Forest,Person,Organization,Religion
Mara_Karstark,Season(s),Season_1,Person,Season,SeenOrMentioned
Mara_Karstark,Mentioned in,A_Golden_Crown,Person,Episode,SeenOrMentioned
Mara_Karstark,Allegiance,House_Karstark,Person,House,Allegiance
Mara_Karstark,Spouse,Beric_Karstark,Person,Person,Spouse
Mara_Karstark,Children,Tommard_Karstark,Person,Person,Children
Beric_Karstark,Season(s),Season_1,Person,Season,SeenOrMentioned
Beric_Karstark,Mentioned in,A_Golden_Crown,Person,Episode,SeenOrMentioned
Beric_Karstark,Origin,Karhold,Person,Location,AssociatedLocation
Beric_Karstark,Allegiance,House_Karstark,Person,House,Allegiance
Beric_Karstark,Culture,Northmen,Person,PersonType,Culture
Beric_Karstark,Religion,Old_Gods_of_the_Forest,Person,Organization,Religion
Beric_Karstark,Spouse,Mara_Karstark,Person,Person,Spouse
Beric_Karstark,Children,Tommard_Karstark,Person,Person,Children
Ethan_Glover,Mentioned in,Mad_King_Aerys_(Complete_Guide_to_Westeros),Person,HistoriesNLore,SeenOrMentioned
Ethan_Glover,Origin,Deepwood_Motte,Person,Location,AssociatedLocation
Ethan_Glover,Allegiance,House_Glover,Person,House,Allegiance
Ethan_Glover,Allegiance,House_Stark,Person,House,Allegiance
Ethan_Glover,Culture,Northmen,Person,PersonType,Culture
Ethan_Glover,Religion,Old_Gods_of_the_Forest,Person,Organization,Religion
Falyse_Stokeworth,Season(s),Season_4,Person,Season,SeenOrMentioned
Falyse_Stokeworth,Season(s),Season_5,Person,Season,SeenOrMentioned
Falyse_Stokeworth,Mentioned in,Mockingbird,Person,Episode,SeenOrMentioned
Falyse_Stokeworth,Mentioned in,House_of_Black_and_White,Person,House,SeenOrMentioned
Falyse_Stokeworth,Origin,Castle_Stokeworth,Person,Location,AssociatedLocation
Falyse_Stokeworth,Allegiance,House_Stokeworth,Person,House,Allegiance
Falyse_Stokeworth,Culture,Andals,Person,PersonType,Culture
Falyse_Stokeworth,Father,Stokeworth_(Lord),Person,Person,Father
Falyse_Stokeworth,Mother,Tanda_Stokeworth,Person,Person,Mother
Falyse_Stokeworth,Siblings,Lollys_Stokeworth,Person,Person,Siblings
