name,node_type,got_type,status,url
Joffrey Dayne,Person,,Deceased,Joffrey_Dayne
Clea,Person,,Alive,Clea
Josera Snow,Person,,Alive,Josera_Snow
Gregor Forrester,Person,,Deceased,Gregor_Forrester
Torrhen Whitehill,Person,,Alive,Torrhen_Whitehill
Whitehill soldier,Person,,Deceased,Whitehill_soldier_1
Rickard Morgryn,Person,,Alive,Rickard_Morgryn
Ethan Forrester,Person,,Deceased,Ethan_Forrester
Andros,Person,,Deceased,Andros
Ebbert Whitehill,Person,,Alive,Ebbert_Whitehill
Karl Whitehill,Person,,Deceased,Karl_Whitehill
Arthur Glenmore,Person,,Deceased,Arthur_Glenmore
Lord Glenmore,Person,,Alive,Glenmore_(Lord)
Lady Whitehill,Person,,Deceased,Whitehill_(Lady)
Rhaenys Targaryen,Person,,Deceased,Rhaenys_Targaryen_(sister_of_Aegon_I)
Argilac Durrandon,Person,,Deceased,Argilac_Durrandon
Mern IX Gardener,Person,,Deceased,Mern_IX_Gardener
Rhaegel Targaryen,Person,,Deceased,Rhaegel_Targaryen
Aerys I Targaryen,Person,,Deceased,Aerys_I_Targaryen
Alester Tyrell,Person,,,Alester_Tyrell
The Vulture King,Person,,Deceased,Vulture_King
Ternesio Terys,Person,,Alive,Ternesio_Terys
Sam Tarly,Person,,Deceased,Sam_Tarly
Orys Baratheon,Person,,Deceased,Orys_Baratheon
Aenys I Targaryen,Person,,Deceased,Aenys_Targaryen
Horned Lord,Person,,Deceased,Horned_Lord
Garlan Tyrell,Person,,,Garlan_Tyrell
Willas Tyrell,Person,,,Willas_Tyrell
Raymun Redbeard,Person,,Deceased,Raymun_Redbeard
High Septon,Person,,Deceased,High_Septon_(Stonemason)
High Septon,Person,,Deceased,High_Septon_(Baelor)
Lord Belgrave,Person,,Deceased,Belgrave_(Lord)
High Septon,Person,,Deceased,High_Septon_(Boy)
Owen Merryweather,Person,,,Owen_Merryweather
Illyrio Mopatis' first wife,Person,,Uncertain,Illyrio_Mopatis%27s_first_wife
Axel Tully,Person,,Deceased,Axel_Tully
Theron,Person,,Deceased,Theron
Quillion,Person,,Deceased,Quillion
Jellicoe,Person,,Deceased,Jellicoe
Cragorn,Person,,Alive,Cragorn
Areo Hotah,Person,,Deceased,Areo_Hotah
Maron Martell,Person,,Deceased,Maron_Martell
Meria Martell,Person,,Deceased,Meria_Martell
Myriah Martell,Person,,Deceased,Myriah_Martell
Daenerys Targaryen,Person,,Deceased,Daenerys_Targaryen_(daughter_of_Aegon_IV)
Nymor Martell,Person,,Deceased,Nymor_Martell
Wineseller,Person,,Deceased,Wineseller
Garin,Person,,Deceased,Garin_the_Great
Uthero Zalyne,Person,,Deceased,Uthero_Zalyne
Albin Manwoody,Person,,Deceased,Albin_Manwoody
Lucifer Dryland,Person,,Deceased,Lucifer_Dryland
Garrison Fowler,Person,,Deceased,Garrison_Fowler
Yorick V Yronwood,Person,,Deceased,Yorick_V_Yronwood
Little Bird,Person,,Alive,Little_Bird_(You_Win_or_You_Die)
Barbrey Dustin,Person,,Alive,Barbrey_Dustin
Nymeria,Person,,Deceased,Nymeria
Daughter of Nymeria and Mors Martell,Person,,Deceased,Martell_(daughter_of_Mors)
Mors Martell,Person,,Deceased,Mors_Martell
Daemon Sand,Person,,Alive,Daemon_Sand
Edgar Yronwood,Person,,Deceased,Edgar_Yronwood
Samwell,Person,,Alive,Sam
Kyra,Person,,Deceased,Kyra
Merchant captain,Person,,Deceased,Merchant_captain
Sarella Sand,Person,,Alive,Sarella_Sand
Loreza Sand,Person,,Alive,Loreza_Sand
Dorea Sand,Person,,Alive,Dorea_Sand
Obella Sand,Person,,Alive,Obella_Sand
Elia Sand,Person,,Alive,Elia_Sand
Brynden Tully,Person,,Deceased,Brynden_Tully
Aegor Rivers,Person,,Deceased,Aegor_Rivers
Harry Strickland,Person,,Alive,Harry_Strickland
Gold Cloak,Person,,Alive,Gold_Cloak_on_the_Kingsroad
Stark guard,Person,,Uncertain,Stark_guard_(The_Old_Gods_and_the_New)
The Warg King,Person,,Deceased,Warg_King
First King,Person,,Deceased,First_King
Malakho,Person,,Alive,Malakho
King's Landing rioter,Person,,Uncertain,King%27s_Landing_rioter_2
King's Landing rioter,Person,,Uncertain,King%27s_Landing_rioter_3
Lannister captain,Person,,Alive,Lannister_captain
King's Landing rioter,Person,,Deceased,King%27s_Landing_rioter_1
Gold Cloak,Person,,Alive,Gold_Cloak_2_(The_Wolf_and_the_Lion)
Gold Cloak,Person,,Alive,Gold_Cloak_1_(The_Wolf_and_the_Lion)
Gold Cloak,Person,,Alive,Gold_Cloak_2_(Lord_Snow)
Gold Cloak,Person,,Alive,Gold_Cloak_1_(Lord_Snow)
Shae,Person,,Deceased,Shae
Jon Stark,Person,,Deceased,Jon_Stark
Aron Santagar,Person,,Deceased,Aron_Santagar
Quent,Person,,Uncertain,Quent
Simon Strong,Person,,Deceased,Simon_Strong
Jacks,Person,,Uncertain,Jacks
Irri,Person,,Deceased,Irri
Palla,Person,,Deceased,Palla
The Spice King,Person,,Deceased,Spice_King
High Septon,Person,,Deceased,High_Septon_(Before_the_riot_of_King%27s_Landing)
Lannister soldier,Person,,Alive,Lannister_soldier_2_(Dragonstone)
The Shepherd,Person,,Deceased,The_Shepherd
Maegor I Targaryen,Person,,Deceased,Maegor_Targaryen
Copper King,Person,,Deceased,Copper_King
Hobb,Person,,Deceased,Hobb_the_Hewer
Silk King,Person,,Deceased,Silk_King
Drennan,Person,,Deceased,Drennan
White Walker,Person,,Deceased,White_Walker_1_(Beyond_the_Wall)
Tytos Lannister,Person,,Deceased,Tytos_Lannister
Lyman Lannister,Person,,Alive,Lyman_Lannister
Cynda Lannister,Person,,Alive,Cynda_Lannister
Dorna Lannister,Person,,Uncertain,Dorna_Lannister
Damon Lannister,Person,,Deceased,Damon_Lannister
Tommen II Lannister,Person,,Deceased,Tommen_II_Lannister
Tyland Lannister,Person,,Deceased,Tyland_Lannister
Orson Lannister,Person,,Deceased,Orson_Lannister
Gwyn Whitehill,Person,,Alive,Gwyn_Whitehill
Elissa Forrester,Person,,Deceased,Elissa_Forrester
Talia Forrester,Person,,Alive,Talia_Forrester
Bloodsong,Person,,Determinant,Bloodsong
Loren I Lannister,Person,,Deceased,Loren_I_Lannister
Marei,Person,,Alive,Marei
Kayla,Person,,Alive,Kayla
Genna,Person,,Alive,Genna
Mirelle,Person,,Alive,Mirelle
Harys,Person,,Deceased,Harys
Beskha,Person,,Alive,Beskha
Amaya,Person,,Deceased,Amaya
Royland Degore,Person,,Determinant,Royland_Degore
Asher Forrester,Person,,Determinant,Asher_Forrester
Duncan Tuttle,Person,,Determinant,Duncan_Tuttle
Rodrik Forrester,Person,,Determinant,Rodrik_Forrester
Slaver,Person,,Alive,"Slaver_(Unbowed,_Unbent,_Unbroken)"
Whore,Person,,Alive,Whore_(The_Warrior)
Whore,Person,,Alive,Whore_(Two_Swords)
Male prostitute,Person,,Alive,Male_prostitute
The Scourge,Person,,Deceased,The_Scourge
The Beast,Person,,Deceased,The_Beast
Willem Darry,Person,,Deceased,Willem_Darry
Willem,Person,,Deceased,Willem
Gerald,Person,,Alive,Gerald
Margaery's handmaiden,Person,,Deceased,Margaery%27s_handmaiden
Obara Sand,Person,,Deceased,Obara_Sand
Lyonel Tyrell,Person,,Deceased,Lyonel_Tyrell
Tyrell lady,Person,,Deceased,Tyrell_lady
Colen of Greenpools,Person,,Alive,Colen
Harlen Tyrell,Person,,Deceased,Harlen_Tyrell
Theon's master of hounds,Person,,Deceased,Theon%27s_master_of_hounds
Fury,Person,,Uncertain,Fury_gunnery_officer
Ros's dissatisfied customer,Person,,Alive,Ros%27s_dissatisfied_customer
Garth Gardener,Person,,Deceased,Garth_Gardener
Moelle,Person,,Deceased,Moelle
Maggy,Person,,Uncertain,Maggy
Captain of the Lannister archers,Person,,Uncertain,Captain_of_the_archers_(House_Lannister)
Qhono,Person,,Alive,Qhono
Unella,Person,,Uncertain,Unella
Luthor Tyrell,Person,,Deceased,Luthor_Tyrell
Addam Marbrand,Person,,Alive,Addam_Marbrand
Gold Cloak,Person,,Deceased,Gold_Cloak_2_(Eastwatch)
Scolera,Person,,Deceased,Scolera
Gold Cloak,Person,,Deceased,Gold_Cloak_1_(Eastwatch)
Daemon Targaryen,Person,,Deceased,Daemon_Targaryen
Sorcerer,Person,,Uncertain,Sorcerer
Mira Forrester,Person,,Determinant,Mira_Forrester
Old woman,Person,,Deceased,Old_woman
King's Landing baker,Person,,Alive,King%27s_Landing_baker
Joss,Person,,Alive,Joss_(A_Golden_Crown)
Night's Watch officer,Person,,Deceased,Night%27s_Watch_Officer_2
Allana Tyrell,Person,,Deceased,Allana_Tyrell
Sera Durwell,Person,,Alive,Sera_Durwell
Alerie Tyrell,Person,,Deceased,Alerie_Tyrell
Brotherhood member,Person,,Alive,Brotherhood_member
Dickon Tarly,Person,,Deceased,Dickon_Tarly
Rancer,Person,,Alive,Rancer
Allo,Person,,Alive,Allo
Luke,Person,,Alive,Luke
Vorkoy,Person,,Alive,Vorkoy
Echiel,Person,,Alive,Echiel
Joby,Person,,Alive,Joby
Myk,Person,,Alive,Myk
Mink,Person,,Alive,Mink
Joe,Person,,Alive,Joe
Gordo,Person,,Alive,Gordo
Smitty,Person,,Deceased,Smitty
Niko,Person,,Alive,Niko
Bannen,Person,,Deceased,Bannen
Escan,Person,,Alive,Escan
Clydas,Person,,Alive,Clydas
Qhorin,Person,,Deceased,Qhorin
Nelugo,Person,,Alive,Nelugo
Paxter Redwyne,Person,,Alive,Paxter_Redwyne
Nymeria Sand,Person,,Deceased,Nymeria_Sand
Elia Martell,Person,,Deceased,Elia_Martell
Wallen,Person,,Deceased,Wallen
Stiv,Person,,Deceased,Stiv
Bert,Person,,Deceased,Bert
Imry Florent,Person,,Uncertain ; participated in the Battle of the Blackwater,Imry_Florent
Edric Baratheon,Person,,Deceased,Edric_Baratheon
Tommard Baratheon,Person,,Deceased,Tommard_Baratheon
Petyr Baratheon,Person,,Deceased,Petyr_Baratheon
Pylos,Person,,Deceased,Pylos
Steffon Baratheon,Person,,Deceased,Steffon_Baratheon
Violet,Person,,Deceased,Violet
Tansy,Person,,Deceased,Tansy
Dareon,Person,,Uncertain,Dareon
Borcas,Person,,Uncertain,Borcas
Baratheon general,Person,,Deceased,Baratheon_general
Borba,Person,,Deceased,Borba
Harker,Person,,Deceased,Harker
Stonesnake,Person,,Deceased,Stonesnake
Casper,Person,,Uncertain,Casper
Elsera Snow,Person,,Alive,Elsera_Snow
Steffon,Person,,Alive,Steffon_(turnip_cart_driver)
Protestor,Person,,Alive,Protestor
High Septon,Person,,Deceased,High_Septon_(Robert%27s_Rebellion)
Child of the Forest,Person,,303 AC at the cave of the Three-Eyed Raven Killed by White Walkers,Child_of_the_Forest_2_(The_Children)
Sparring boy,Person,,Alive,Sparring_boy
Night's Watch archer,Person,,Uncertain,Night%27s_Watch_archer
Jack Bulwer,Person,,Deceased,Jack_Bulwer
Kegs,Person,,Deceased,Kegs
Halder,Person,,Alive,Halder
Mully,Person,,Deceased,Mully
Lobor,Person,,Uncertain,Lobor
Hobb,Person,,Alive,Hobb
Britt Warrick,Person,,Deceased,Britt_Warrick
Hugh,Person,,Uncertain,Hugh_(Telltale)
Todder,Person,,Alive,Todder
Ygritte,Person,,Deceased,Ygritte
Donnel Hill,Person,,Deceased,Donnel_Hill
Cooper,Person,,Deceased,Cooper
Balian,Person,,Alive,Balian
Matthar,Person,,Alive,Matthar
Mag Mar Tun Doh Weg,Person,,Deceased,Mag_Mar_Tun_Doh_Weg
Jafer Flowers,Person,,Deceased,Jafer_Flowers
Othor,Person,,Deceased,Othor
Jaremy Rykker,Person,,Uncertain,Jaremy_Rykker
Brynden Rivers,Person,,Deceased,Brynden_Rivers
Joramun,Person,,Deceased,Joramun
Jaehaerys I Targaryen,Person,,Deceased,Jaehaerys_I_Targaryen
Harys Swyft,Person,,Alive,Harys_Swyft
Zalla,Person,,,Zalla
Mole's Town madam,Person,,Deceased,Mole%27s_Town_madam
Mikken,Person,,Uncertain,Mikken
Farlen,Person,,Deceased,Farlen
Jojen Reed,Person,,Deceased,Jojen_Reed
Hodor,Person,,Deceased,Hodor
Nan,Person,,Deceased,Old_Nan
Vayon Poole,Person,,Deceased,Vayon_Poole
Jory Cassel,Person,,Deceased,Jory_Cassel
Jeyne Poole,Person,,Uncertain,Jeyne_Poole
Goatherd,Person,,Alive,Goatherd_(The_Children)
Jonos Bracken,Person,,Alive,Jonos_Bracken
Galbart Glover,Person,,Deceased,Galbart_Glover
Jon Umber,Person,,Deceased,Greatjon_Umber
Wyman Manderly,Person,,Alive,Wyman_Manderly
Lynesse Hightower,Person,,Alive,Lynesse_Hightower
Domeric Bolton,Person,,Deceased,Domeric_Bolton
Royce IV Bolton,Person,,Deceased,Royce_IV_Bolton
Master Torturer,Person,,Deceased,Master_Torturer
Rogar Bolton,Person,,Deceased,Rogar_Bolton
Heward,Person,,Deceased,Heward
King's Landing whore,Person,,Alive,King%27s_Landing_whore_(Lord_Snow)
Tregar Ormollen,Person,,Alive,Tregar_Ormollen
Son of Roose and Walda Bolton,Person,,Deceased,Bolton_(son_of_Roose)
Baratheon officer,Person,,Deceased,Baratheon_officer
Yohn Royce,Person,,Alive,Yohn_Royce
Myranda,Person,,Deceased,Myranda
Walda Bolton,Person,,Deceased,Walda_Bolton
Robin Arryn,Person,,Alive,Robin_Arryn
Will,Person,,Deceased,Will
Gared,Person,,Deceased,Gared
Waymar Royce,Person,,Deceased,Waymar_Royce
Rossart,Person,,Deceased,Rossart
Qarlton Chelsted,Person,,,Qarlton_Chelsted
Jon Connington,Person,,Deceased,Jon_Connington
Trystane Martell,Person,,Deceased,Trystane_Martell
Doran Martell,Person,,Deceased,Doran_Martell
Lyanna Stark,Person,,Deceased,Lyanna_Stark
Rickard Stark,Person,,Deceased,Rickard_Stark
Cregan Stark,Person,,Deceased,Cregan_Stark
Osric Stark,Person,,Deceased,Osric_Stark
Torrhen Stark,Person,,Deceased,Torrhen_Stark
Rickard Stark,Person,,Deceased,Rickard_Stark_(King)
Dorren Stark,Person,,Deceased,Dorren_Stark
Theon Stark,Person,,Deceased,Theon_Stark
Karlon Stark,Person,,Deceased,Karlon_Stark
Rodrik Stark,Person,,Deceased,Rodrik_Stark
Brandon Stark,Person,,Deceased,Brandon_Stark_(the_Breaker)
Maege Mormont,Person,,Deceased,Maege_Mormont
Rickard Karstark,Person,,Deceased,Rickard_Karstark
Torrhen Karstark,Person,,Deceased,Torrhen_Karstark
Olyvar Frey,Person,,Uncertain,Olyvar_Frey
Wendel Manderly,Person,,Deceased,Wendel_Manderly
Jeor Mormont,Person,,Deceased,Jeor_Mormont
Bald Dragonstone servant,Person,,Likely Deceased,Bald_Dragonstone_servant
Cotter,Person,,Deceased,Cotter
Rast,Person,,Deceased,Rast
Karl Tanner,Person,,Deceased,Karl_Tanner
Erik,Person,,Determinant,Erik
Finn,Person,,Determinant,Finn
Gared Tuttle,Person,,Alive,Gared_Tuttle
Mance Rayder,Person,,Deceased,Mance_Rayder
Night's Watch officer,Person,,Uncertain,Night%27s_Watch_officer
Night's Watch messenger,Person,,Alive,Night%27s_Watch_messenger
King's Landing urchin,Person,,Alive,King%27s_Landing_urchin
Olly,Person,,Deceased,Olly
Night's Watch man,Person,,Alive,Night%27s_Watch_man_(Baelor)
Yoren,Person,,Deceased,Yoren
Grenn,Person,,Deceased,Grenn
Pypar,Person,,Deceased,Pypar
Othell Yarwyck,Person,,Deceased,Othell_Yarwyck
Bowen Marsh,Person,,Deceased,Bowen_Marsh
Endrew Tarth,Person,,Alive,Endrew_Tarth
Cotter Pyke,Person,,Uncertain,Cotter_Pyke
Denys Mallister,Person,,Alive,Denys_Mallister
Alliser Thorne,Person,,Deceased,Alliser_Thorne
Eddison Tollett,Person,,Alive,Eddison_Tollett
Janos Slynt,Person,,Deceased,Janos_Slynt
Guymon,Person,,Deceased,Guymon
Olly's mother,Person,,Deceased,Olly%27s_mother
Winterfell shepherd,Person,,Deceased,Winterfell_shepherd
Billy,Person,,Deceased,Billy
Ramsay Bolton,Person,,Deceased,Ramsay_Bolton
Jack,Person,,Deceased,Jack
Lorren,Person,,Deceased,Lorren
Rodrik Cassel,Person,,Deceased,Rodrik_Cassel
Derek,Person,,Alive,Derek
Catspaw assassin,Person,,Deceased,Catspaw_assassin
Jon Arryn,Person,,Deceased,Jon_Arryn
Lysa Arryn,Person,,Deceased,Lysa_Arryn
Dagmer,Person,,Deceased,Dagmer
Rickon Stark,Person,,Deceased,Rickon_Stark
Brant,Person,,Alive,Brant
Wyl,Person,,Deceased,Wyl_(House_Stark)
Pentoshi servant,Person,,Alive,Pentoshi_servant
Xaro Xhoan Daxos,Person,,Deceased,Xaro_Xhoan_Daxos
Pyat Pree,Person,,Deceased,Pyat_Pree
Warlock,Person,,Alive,Unidentified_Warlock
Rhaenys Targaryen,Person,,Deceased,Rhaenys_Targaryen_(daughter_of_Rhaegar)
Rhaella Targaryen,Person,,Deceased,Rhaella_Targaryen
Osha,Person,,Deceased,Osha
Caleotte,Person,,Deceased,Caleotte
Ortengryn,Person,,Deceased,Ortengryn
Peremore Hightower,Person,,Deceased,Peremore_Hightower
Marlon,Person,,Alive,Marlon
Ch'Vyalthan,Person,,Deceased,Ch%27Vyalthan
Aemon,Person,,Deceased,Aemon
Helliweg,Person,,Alive,Helliweg
Ebrose,Person,,Alive,Ebrose
Randyll Tarly,Person,,Deceased,Randyll_Tarly
Dwarf hunter,Person,,Alive,Dwarf_hunter_2
Dwarf hunter,Person,,Alive,Dwarf_hunter_1
Dwarf,Person,,Deceased,Dwarf_1
Bruni,Person,,Deceased,Bruni
Steelshanks,Person,,Uncertain,Steelshanks
Pycelle,Person,,Deceased,Pycelle
Talisa Maegyr,Person,,Deceased,Talisa_Stark
Roose Bolton,Person,,Deceased,Roose_Bolton
Rakharo,Person,,Deceased,Rakharo
Kovarro,Person,,Alive,Kovarro
Emmon Cuy,Person,,Deceased,Emmon_Cuy
Sandhu,Person,,Alive,Sandhu
Weyland,Person,,Deceased,Weyland
Viserys Targaryen,Person,,Deceased,Viserys_Targaryen
Locke,Person,,Deceased,Locke
Robar Royce,Person,,Deceased,Robar_Royce
Gwayne Gaunt,Person,,Deceased,Gwayne_Gaunt
Jonothor Darry,Person,,Deceased,Jonothor_Darry
Lewyn Martell,Person,,Deceased,Lewyn_Martell
Oswell Whent,Person,,Deceased,Oswell_Whent
Gerardys,Person,,Deceased,Gerardys
Howland Reed,Person,,Alive,Howland_Reed
Bharbo,Person,,Deceased,Bharbo
Duncan Targaryen,Person,,Deceased,Duncan_Targaryen
Duncan,Person,,Deceased,Duncan_the_Tall
Aerion Targaryen,Person,,Deceased,Aerion_Targaryen
Willem Wylde,Person,,Deceased,Willem_Wylde
Aegon V Targaryen,Person,,Deceased,Aegon_V_Targaryen
Gwayne Corbray,Person,,Deceased,Gwayne_Corbray
Daeron II Targaryen,Person,,Deceased,Daeron_II_Targaryen
Terrence Toyne,Person,,Deceased,Terrence_Toyne
Aemon Targaryen,Person,,Deceased,Aemon_Targaryen_(Dragonknight)
Marston Waters,Person,,Deceased,Marston_Waters
Erryk Cargyll,Person,,Deceased,Erryk_Cargyll
Aegon IV Targaryen,Person,,Deceased,Aegon_IV_Targaryen
Arryk Cargyll,Person,,Deceased,Arryk_Cargyll
Bessie,Person,,,Bessie
Rhaenyra Targaryen,Person,,Deceased,Rhaenyra_Targaryen
Criston Cole,Person,,Deceased,Criston_Cole
Aegon II Targaryen,Person,,Deceased,Aegon_II_Targaryen
Viserys I Targaryen,Person,,Deceased,Viserys_I_Targaryen
Ironborn,Person,,Alive,Ironborn_2_(The_Door)
Irogenia,Person,,,Irogenia_of_Lys
Visenya Targaryen,Person,,Deceased,Visenya_Targaryen
Aerys II Targaryen,Person,,Deceased,Aerys_II_Targaryen
Drunk Man,Person,,Alive,Drunk_man
Mandon Moore,Person,,Deceased,Mandon_Moore
Bernadette,Person,,Alive,Bernadette
Osmund Kettleblack,Person,,Alive,Osmund_Kettleblack
Septon,Person,,Alive,Septon_(Valar_Morghulis)
Gerold Hightower,Person,,Deceased,Gerold_Hightower
Balon Swann,Person,,Alive,Balon_Swann
Arys Oakheart,Person,,Alive,Arys_Oakheart
Preston Greenfield,Person,,Alive,Preston_Greenfield
Boros Blount,Person,,Alive,Boros_Blount
Meryn Trant,Person,,Deceased,Meryn_Trant
Tycho Nestoris,Person,,Alive,Tycho_Nestoris
Old woman prisoner,Person,,Deceased,Old_woman_prisoner
Ashara Dayne,Person,,Deceased,Ashara_Dayne
Arthur Dayne,Person,,Deceased,Arthur_Dayne
Walder Rivers,Person,,Deceased,Walder_Rivers
Lothar Frey,Person,,Deceased,Lothar_Frey
Aegon I Targaryen,Person,,Deceased,Aegon_I_Targaryen
Farmer,Person,,Deceased,Farmer
Silent Sisters,Person,Religious order- mortitions,Active,Silent_Sisters
Sally,Person,,Deceased,Sally
Robb Stark,Person,,Deceased,Robb_Stark
Walder Frey,Person,,Deceased,Walder_Frey
Mace Tyrell,Person,,Deceased,Mace_Tyrell
Tyrell servant,Person,,Deceased,Tyrell_servant
King's Landing tailor,Person,,Alive,King%27s_Landing_tailor
Karstark lookout,Person,,Deceased,Karstark_lookout
Kevan Lannister,Person,,Deceased,Kevan_Lannister
Maegor III Targaryen,Person,,Deceased,Maegor_III_Targaryen
Great Master,Person,,Alive,Great_Master_6
Great Master,Person,,Alive,Great_Master_7
Great Master,Person,,Alive,Great_Master_5
Great Master,Person,,Alive,Great_Master_2_(Kill_the_Boy)
Great Master,Person,,Alive,Great_Master_4
Great Master,Person,,Alive,Great_Master_3_(Kill_the_Boy)
Elyo Grivas,Person,,Deceased,Elyo_Grivas
Septon,Person,,Alive,Septon_(The_Rains_of_Castamere)
Night's Watch man,Person,,Alive,Night%27s_Watch_man_(Breaker_of_Chains)
Tortured slave,Person,,Deceased,Tortured_slave
Drummer,Person,,Alive,Drummer
Hog farmer,Person,,Alive,Hog_farmer
Frey Guard,Person,,Uncertain,Frey_guard
Yunkai'i slave,Person,,Alive,Yunkai%27i_slave_6
Yunkai'i slave,Person,,Alive,Yunkai%27i_slave_5
Lord Wibberley,Person,,Alive,Wibberley_(Lord)
Yunkai'i slave,Person,,Alive,Yunkai%27i_slave_4
Great Master,Person,,Alive,Hizdahr_zo_Loraq%27s_manservant
Slave,Person,,Alive,Slave_(Breaker_of_Chains)
Yunkai'i slave,Person,,Alive,Yunkai%27i_slave_3
Yunkai'i slave,Person,,Alive,Yunkai%27i_slave_2
Yunkai'i slave,Person,,Alive,Yunkai%27i_slave_1
Fruit vendor,Person,,Alive,Fruit_vendor
Great Master,Person,,Alive,Great_Master_3_(Breaker_of_Chains)
Unsullied,Person,,Alive,Unsullied_1_(Oathkeeper)
Valyrian slave,Person,,Alive,Valyrian_slave
Elder slave,Person,,Alive,Elder_slave
Great Master,Person,,Deceased,Great_Master_2_(Breaker_of_Chains)
Great Master,Person,,Deceased,Great_Master_1_(Breaker_of_Chains)
Brothel guard,Person,,Alive,Brothel_guard
Little Bird,Person,,Alive,Little_Bird_(The_Mountain_and_the_Viper)
Kullback,Person,,Uncertain,Kullback
Goatherd,Person,,Alive,Goatherd_(The_Laws_of_Gods_and_Men)
Calla,Person,,Alive,Calla
Mighdal,Person,,Alive,Mighdal
Goatherd's son,Person,,Alive,Goatherd%27s_son
King's Landing flasher,Person,,Alive,King%27s_Landing_flasher
King's Landing whore,Person,,Alive,King%27s_Landing_whore_(Mother%27s_Mercy)
King's Landing drunkard,Person,,Alive,King%27s_Landing_drunkard
Whore,Person,,Alive,Whore_(The_Crone)
Whore,Person,,Alive,Whore_(The_Maiden)
Whore,Person,,Alive,Whore_(The_Mother)
Whore,Person,,Alive,Whore_(The_Smith)
Foreign merchant,Person,,Alive,Foreign_merchant
Lead Kingsguard,Person,,Alive,Lead_Kingsguard
Second Son,Person,,Deceased,Second_Son
Faith Militant,Person,,Deceased,Faith_Militant_1
Faith Militant,Person,,Deceased,Faith_Militant_2
Lead Dornish guard,Person,,Deceased,Lead_Dornish_guard
Baratheon soldier,Person,,Deceased,Baratheon_soldier_(The_Dance_of_Dragons)
Dothraki woman having sex,Person,,Alive,Dothraki_woman_having_sex_(Book_of_the_Stranger)
Great Master,Person,,Deceased,Great_Master_1_(Kill_the_Boy)
Baratheon soldier,Person,,Deceased,Baratheon_soldier_(Mother%27s_Mercy)
Brothel child,Person,,Alive,Brothel_child_2
Brothel child,Person,,Alive,Brothel_child_1
Ghita,Person,,Deceased,Ghita
Tyrell guard,Person,,Deceased,Tyrell_guard_(The_Gift)
Braavosi Captain,Person,,Alive,Braavosi_captain
Boake,Person,,Deceased,Boake
Duncan Liddle,Person,,Alive,Duncan_Liddle
Dothraki man having sex,Person,,Alive,Dothraki_man_having_sex
Gladiator,Person,,Alive,Gladiator
Joss,Person,,Alive,"Joss_(Unbowed,_Unbent,_Unbroken)"
Simpson,Person,,Deceased,Simpson
Winter town man,Person,,Alive,Winter_town_man
Gordy,Person,,Deceased,Gordy
Balon Greyjoy,Person,,Deceased,Balon_Greyjoy
Syrio Forel,Person,,Deceased [1],Syrio_Forel
The Night's King,Person,,Deceased,Night%27s_King
Axell Florent,Person,,Deceased,Axell_Florent
Shireen Baratheon,Person,,Deceased,Shireen_Baratheon
Hot Pie,Person,,Alive,Hot_Pie
Sailor,Person,,Alive,Sailor_(The_Dance_of_Dragons)
Fighting pit announcer,Person,,Deceased,Fighting_pit_announcer
Meereenese Champion,Person,,Deceased,Meereenese_Champion
Young bravo,Person,,Alive,Young_bravo
Qartheen woman,Person,,Alive,Qartheen_woman
Water Dancer,Person,,Deceased,Water_Dancer
Pit fighter,Person,,Deceased,Pit_fighter
Norvoshi pit fighter,Person,,Deceased,Norvoshi_pit_fighter
Dothraki pit fighter,Person,,Deceased,Dothraki_pit_fighter
Inn waitress,Person,,Alive,Inn_waitress
Street tough,Person,,Alive,Street_tough_2
Mallister supporter,Person,,Alive,Mallister_supporter
Hoster Tully,Person,,Deceased,Hoster_Tully
Eyrie Guard,Person,,Alive,Eyrie_guard
Ray,Person,,Deceased,Ray
Street tough,Person,,Alive,Street_tough_1
Steve,Person,,Deceased,Steve
Morgan,Person,,Deceased,Morgan
Gatins,Person,,Deceased,Gatins
Riddell,Person,,Deceased,Riddell
Eddard Stark,Person,,Deceased,Eddard_Stark
Olyvar,Person,,Alive,Olyvar
Lem,Person,,Deceased,Lem
Anguy,Person,,Alive,Anguy
Loras Tyrell,Person,,Deceased,Loras_Tyrell
High Septon,Person,,Uncertain,High_Septon_(After_the_riot_of_King%27s_Landing)
High Sparrow,Person,,Deceased,High_Sparrow
Lancel Lannister,Person,,Deceased,Lancel_Lannister
Oberyn Martell,Person,,Deceased,Oberyn_Martell
Yezzan zo Qaggaz,Person,,Alive,Yezzan_zo_Qaggaz
Karstark soldier,Person,,Uncertain,Karstark_soldier_2
Tortured prisoner,Person,,Deceased,Tortured_prisoner
Razdal mo Eraz,Person,,Deceased,Razdal_mo_Eraz
Karstark soldier,Person,,Uncertain,Karstark_soldier_1
Belicho Paenymion,Person,,Deceased,Belicho_Paenymion
Ironborn in skiff,Person,,Uncertain,Ironborn_in_skiff
First Mate,Person,,Uncertain,First_Mate
Hizdahr zo Loraq,Person,,Deceased,Hizdahr_zo_Loraq
Vala,Person,,Alive,Vala
Fennesz,Person,,Alive,Fennesz
Mossador,Person,,Deceased,Mossador
Son of the Harpy,Person,,Deceased,Son_of_the_Harpy
Barristan Selmy,Person,,Deceased,Barristan_Selmy
Daario Naharis,Person,,Alive,Daario_Naharis
Illyrio Mopatis,Person,,Alive,Illyrio_Mopatis
